WKT,wet_mass_idw,cloud.coverage.0_ARI2_2020.03.25.10.36.59_7632,cloud.coverage.0_ARVI_2020.03.25.10.36.59_7632,cloud.coverage.0_ATSAVI_2020.03.25.10.36.59_7632,cloud.coverage.0_CARI_2020.03.25.10.36.59_7632,cloud.coverage.0_CARI2_2020.03.25.10.36.59_7632,cloud.coverage.0_CCCI_2020.03.25.10.36.59_7632,cloud.coverage.0_CHLGREEN_2020.03.25.10.36.59_7632,cloud.coverage.0_CRI550_2020.03.25.10.36.59_7632,cloud.coverage.0_CRI700_2020.03.25.10.36.59_7632,cloud.coverage.0_CVI_2020.03.25.10.36.59_7632,cloud.coverage.0_EVI_2020.03.25.10.36.59_7632,cloud.coverage.0_EVI2_2020.03.25.10.36.59_7632,cloud.coverage.0_GLI_2020.03.25.10.36.59_7632,cloud.coverage.0_GOSAVI_2020.03.25.10.36.59_7632,cloud.coverage.0_LCI_2020.03.25.10.36.59_7632,cloud.coverage.0_MCARI_2020.03.25.10.36.59_7632,cloud.coverage.0_MCARI1_2020.03.25.10.36.59_7632,cloud.coverage.0_MCARI2_2020.03.25.10.36.59_7632,cloud.coverage.0_NDRE_2020.03.25.10.36.59_7632,cloud.coverage.0_NDVI_2020.03.25.10.36.59_7632,cloud.coverage.0_TCI_2020.03.25.10.36.59_7632,cloud.coverage.0_ARI2_2020.03.30.10.37.00_8331,cloud.coverage.0_ARVI_2020.03.30.10.37.00_8331,cloud.coverage.0_ATSAVI_2020.03.30.10.37.00_8331,cloud.coverage.0_CARI_2020.03.30.10.37.00_8331,cloud.coverage.0_CARI2_2020.03.30.10.37.00_8331,cloud.coverage.0_CCCI_2020.03.30.10.37.00_8331,cloud.coverage.0_CHLGREEN_2020.03.30.10.37.00_8331,cloud.coverage.0_CRI550_2020.03.30.10.37.00_8331,cloud.coverage.0_CRI700_2020.03.30.10.37.00_8331,cloud.coverage.0_CVI_2020.03.30.10.37.00_8331,cloud.coverage.0_EVI_2020.03.30.10.37.00_8331,cloud.coverage.0_EVI2_2020.03.30.10.37.00_8331,cloud.coverage.0_GLI_2020.03.30.10.37.00_8331,cloud.coverage.0_GOSAVI_2020.03.30.10.37.00_8331,cloud.coverage.0_LCI_2020.03.30.10.37.00_8331,cloud.coverage.0_MCARI_2020.03.30.10.37.00_8331,cloud.coverage.0_MCARI1_2020.03.30.10.37.00_8331,cloud.coverage.0_MCARI2_2020.03.30.10.37.00_8331,cloud.coverage.0_NDRE_2020.03.30.10.37.00_8331,cloud.coverage.0_NDVI_2020.03.30.10.37.00_8331,cloud.coverage.0_TCI_2020.03.30.10.37.00_8331,cloud.coverage.0_ARI2_2020.04.04.10.36.59_1536,cloud.coverage.0_ARVI_2020.04.04.10.36.59_1536,cloud.coverage.0_ATSAVI_2020.04.04.10.36.59_1536,cloud.coverage.0_CARI_2020.04.04.10.36.59_1536,cloud.coverage.0_CARI2_2020.04.04.10.36.59_1536,cloud.coverage.0_CCCI_2020.04.04.10.36.59_1536,cloud.coverage.0_CHLGREEN_2020.04.04.10.36.59_1536,cloud.coverage.0_CRI550_2020.04.04.10.36.59_1536,cloud.coverage.0_CRI700_2020.04.04.10.36.59_1536,cloud.coverage.0_CVI_2020.04.04.10.36.59_1536,cloud.coverage.0_EVI_2020.04.04.10.36.59_1536,cloud.coverage.0_EVI2_2020.04.04.10.36.59_1536,cloud.coverage.0_GLI_2020.04.04.10.36.59_1536,cloud.coverage.0_GOSAVI_2020.04.04.10.36.59_1536,cloud.coverage.0_LCI_2020.04.04.10.36.59_1536,cloud.coverage.0_MCARI_2020.04.04.10.36.59_1536,cloud.coverage.0_MCARI1_2020.04.04.10.36.59_1536,cloud.coverage.0_MCARI2_2020.04.04.10.36.59_1536,cloud.coverage.0_NDRE_2020.04.04.10.36.59_1536,cloud.coverage.0_NDVI_2020.04.04.10.36.59_1536,cloud.coverage.0_TCI_2020.04.04.10.36.59_1536,applied_rate
"POLYGON ((430347.067581047 5501949.25364231,430352.067581047 5501949.25364231,430352.067581047 5501944.25364231,430347.067581047 5501944.25364231,430347.067581047 5501949.25364231))",10415.92346,0.627693266,0.659890279,0.388981462,0.287140325,0.166209076,0.724383563,0.299819648,-1.060246274,1.030339509,2.473835468,0.423671179,0.41139897,0.041007968,0.413256757,0.518851802,0.066740444,0.373953328,0.376034692,0.463077679,0.639286205,0.07029447,0.71645388,0.685875013,0.421555705,0.287478879,0.164549034,0.733674794,0.280551977,-0.877236396,1.377709121,2.629750967,0.440111019,0.444001749,0.052485601,0.440162934,0.551975042,0.071679028,0.405778356,0.41190736,0.492879078,0.671892926,0.073623899,0.728143364,0.676308528,0.412856333,0.309383713,0.176325738,0.7180444,0.283524603,-0.680679619,1.570783705,2.558835268,0.440028638,0.441929072,0.053546336,0.431556091,0.529778585,0.076583838,0.407639042,0.406841412,0.470634989,0.655457571,0.07818524,56.94170478
"POLYGON ((430352.067581047 5501949.25364231,430357.067581047 5501949.25364231,430357.067581047 5501944.25364231,430352.067581047 5501944.25364231,430352.067581047 5501949.25364231))",10561.60247,0.632621646,0.656915873,0.385234833,0.287877798,0.166473307,0.721365541,0.300811931,-1.070791185,1.052010715,2.465069532,0.418859109,0.407483906,0.039861403,0.410624221,0.514375776,0.066744588,0.369803339,0.371661484,0.458679453,0.635823488,0.070201539,0.684480101,0.678709209,0.412905812,0.283710375,0.163500912,0.738369524,0.281275854,-0.848928571,1.328382671,2.627179265,0.439888045,0.436155632,0.049686803,0.43495582,0.545728773,0.067843843,0.397366002,0.401711434,0.488775387,0.662210524,0.070636041,0.695448667,0.671301156,0.404962391,0.303123415,0.173979625,0.723546028,0.284973428,-0.659406722,1.517822683,2.556978941,0.440809578,0.433952749,0.051458061,0.426797256,0.525638372,0.072190203,0.3987647,0.397160619,0.468503252,0.647564024,0.074776687,57.20268742
"POLYGON ((430357.067581047 5501949.25364231,430362.067581047 5501949.25364231,430362.067581047 5501944.25364231,430357.067581047 5501944.25364231,430357.067581047 5501949.25364231))",8800.613043,0.609586149,0.652842835,0.380341694,0.289529845,0.167611171,0.716755211,0.305158995,-0.987465486,1.079881102,2.406001508,0.411759168,0.402322561,0.042972884,0.404735439,0.508259982,0.06729665,0.36570137,0.367337242,0.45255354,0.631370738,0.07090259,0.667210177,0.666887805,0.400405779,0.277097143,0.161150787,0.747511208,0.280274309,-0.908797994,1.239742458,2.684384227,0.439904444,0.425425425,0.040517487,0.430082887,0.53727901,0.061130599,0.384573996,0.385812521,0.483919784,0.647518784,0.065063233,0.648617789,0.666311771,0.394086532,0.295511723,0.17105414,0.728243664,0.286826454,-0.625571862,1.452649534,2.530210555,0.44163467,0.42212601,0.050044606,0.419085346,0.519298807,0.06737854,0.385994695,0.3840262,0.464337267,0.637645334,0.07104245,58.75806543
"POLYGON ((430362.067581047 5501949.25364231,430367.067581047 5501949.25364231,430367.067581047 5501944.25364231,430362.067581047 5501944.25364231,430362.067581047 5501949.25364231))",10217.27803,0.591819445,0.652852933,0.38141651,0.29104195,0.168584252,0.71496882,0.30782338,-0.934693098,1.070824186,2.367381891,0.409843942,0.403209537,0.046363575,0.403362602,0.508487721,0.068442079,0.367755592,0.369639148,0.452325861,0.632650475,0.072116325,0.673159242,0.669973989,0.401082913,0.279093434,0.161774014,0.742021461,0.278971384,-0.950440049,1.228282611,2.652510405,0.439479172,0.4248691,0.041359584,0.429009746,0.536505818,0.063093569,0.384418686,0.386677235,0.481976102,0.649650335,0.066689628,0.661992987,0.667432447,0.394628634,0.294555734,0.170252532,0.727980912,0.285324931,-0.671706478,1.45494624,2.547789574,0.441326976,0.422022353,0.048600012,0.420255591,0.520278672,0.067355891,0.385175576,0.383769284,0.465099533,0.638907234,0.070838121,61.92561221
"POLYGON ((430367.067581047 5501949.25364231,430372.067581047 5501949.25364231,430372.067581047 5501944.25364231,430367.067581047 5501944.25364231,430367.067581047 5501949.25364231))",10009.85911,0.577280998,0.653467496,0.383996824,0.291588138,0.169107924,0.715914925,0.309527397,-0.89359351,1.051346858,2.349721988,0.410322915,0.405942937,0.048954142,0.403939039,0.510956248,0.068988244,0.371357799,0.373349051,0.454580406,0.634973804,0.072806108,0.684415579,0.675847292,0.405335287,0.282610436,0.162935714,0.735035837,0.278073212,-0.969728927,1.245817184,2.613185008,0.439063728,0.427634031,0.04453278,0.429731945,0.538421571,0.066610577,0.388049364,0.39202403,0.481912245,0.655686975,0.069589073,0.686918199,0.669589738,0.398774306,0.295766075,0.170366238,0.727242629,0.283604165,-0.73630474,1.456363837,2.576003631,0.441302001,0.426084032,0.047210308,0.424068431,0.523634315,0.068566225,0.3888898,0.387959073,0.46772489,0.643166522,0.071621366,60.41173698
"POLYGON ((430372.067581047 5501949.25364231,430377.067581047 5501949.25364231,430377.067581047 5501944.25364231,430372.067581047 5501944.25364231,430372.067581047 5501949.25364231))",10791.12987,0.66371271,0.659376293,0.392601147,0.299807958,0.171088912,0.704063714,0.304650389,-1.052242979,1.166939497,2.385201275,0.401109569,0.412822008,0.046914491,0.410977125,0.514153898,0.075608091,0.377345018,0.381652556,0.454423018,0.645601109,0.0771497,0.681551799,0.689275235,0.419089518,0.280929364,0.161324427,0.734778449,0.276020907,-0.974176332,1.213453293,2.586491227,0.442798078,0.438397683,0.052177493,0.436918683,0.553697973,0.070229478,0.399579011,0.408175632,0.494624287,0.673114389,0.072545668,0.778805301,0.676470086,0.409823783,0.306787297,0.173530206,0.713366762,0.280779094,-0.836457163,1.620289385,2.594789743,0.429736882,0.435619608,0.048541091,0.431563765,0.527872175,0.077187452,0.398473002,0.400207788,0.467871405,0.656111911,0.077549677,58.78275888
"POLYGON ((430377.067581047 5501949.25364231,430382.067581047 5501949.25364231,430382.067581047 5501944.25364231,430377.067581047 5501944.25364231,430377.067581047 5501949.25364231))",10194.85354,0.751553893,0.664754838,0.40049763,0.307683617,0.172903918,0.692573816,0.299591705,-1.213116169,1.286836326,2.425730705,0.391790271,0.419080719,0.044345716,0.417864278,0.516835541,0.081883781,0.382522017,0.389011875,0.453922138,0.655427247,0.081175715,0.675649285,0.700658172,0.431484938,0.278027192,0.15930026,0.737043142,0.274228603,-0.972603172,1.17642957,2.575437188,0.446643934,0.448342368,0.058666239,0.444010392,0.568431616,0.072627269,0.409961969,0.422581762,0.507482946,0.688536555,0.074485123,0.86243096,0.682497859,0.419825986,0.317320481,0.176635824,0.700220644,0.278583437,-0.924052715,1.772558868,2.607378483,0.418456897,0.444251299,0.050011171,0.438141868,0.531402379,0.085320644,0.407265991,0.411443338,0.467598796,0.667838067,0.083153594,58.58962856
"POLYGON ((430382.067581047 5501949.25364231,430387.067581047 5501949.25364231,430387.067581047 5501944.25364231,430382.067581047 5501944.25364231,430382.067581047 5501949.25364231))",9614.098468,0.628188461,0.647128165,0.38002792,0.297766633,0.171128131,0.706804782,0.310252912,-0.942350015,1.181651413,2.356568098,0.394274645,0.401979022,0.046355667,0.402028985,0.502952874,0.071966767,0.366710015,0.368822105,0.445694424,0.631195515,0.074306233,0.622554213,0.685247064,0.414691217,0.26890678,0.156396799,0.751473531,0.277651019,-1.076559216,0.930007309,2.622523606,0.452612482,0.434316687,0.04641012,0.435989328,0.557544306,0.063506857,0.394216023,0.402114399,0.501865692,0.668355688,0.067053212,0.713323206,0.66373454,0.39516408,0.305987902,0.174656868,0.714016244,0.289670028,-0.637149408,1.643355072,2.510739982,0.42146416,0.422359668,0.051771415,0.418800935,0.513965264,0.073988035,0.386491992,0.385964125,0.456375353,0.639843047,0.075423755,62.45956427
"POLYGON ((430387.067581047 5501949.25364231,430392.067581047 5501949.25364231,430392.067581047 5501944.25364231,430387.067581047 5501944.25364231,430387.067581047 5501949.25364231))",9511.706712,0.504823029,0.629501522,0.359558225,0.28784965,0.169352345,0.721035719,0.320914119,-0.671583802,1.07646656,2.287405491,0.396759018,0.384877324,0.048365617,0.386193693,0.489070207,0.062049752,0.350898027,0.348632351,0.437466711,0.606963784,0.067436747,0.56945917,0.669835955,0.397897497,0.259786367,0.153493337,0.76590389,0.281073436,-1.180515289,0.683585018,2.669610023,0.458581045,0.420291007,0.034154003,0.427968264,0.546656996,0.054386446,0.378470063,0.381647035,0.496248469,0.648174852,0.059621302,0.564215451,0.644971222,0.370502174,0.294655338,0.172677912,0.727811843,0.300756618,-0.350246117,1.514151275,2.414101481,0.424471438,0.400468022,0.05353166,0.399460003,0.496528119,0.06265543,0.365717992,0.360484928,0.445151895,0.611848027,0.067693915,59.31886726
"POLYGON ((430392.067581047 5501949.25364231,430397.067581047 5501949.25364231,430397.067581047 5501944.25364231,430392.067581047 5501944.25364231,430392.067581047 5501949.25364231))",8198.464126,0.504091762,0.608169839,0.342167623,0.296620414,0.174619898,0.710923553,0.338766105,-0.499506466,1.268270791,2.243902385,0.375665277,0.371470064,0.048048182,0.373683199,0.465765342,0.061520526,0.338461034,0.332675315,0.416095763,0.585176826,0.067117313,0.635624021,0.639655367,0.373817958,0.287565783,0.166898068,0.727383941,0.303564005,-0.744575426,1.391525805,2.547425687,0.404848211,0.400213942,0.040696622,0.408086009,0.503398038,0.062065899,0.360566042,0.358901501,0.45156157,0.619586036,0.06577423,0.637038141,0.621463329,0.354589589,0.307750955,0.178778756,0.713360518,0.311398506,-0.41772119,1.703273863,2.466974974,0.396893784,0.388779655,0.042172182,0.393353231,0.472015485,0.063351096,0.35201598,0.342978597,0.421849884,0.59109281,0.067552714,57.5395062
"POLYGON ((430397.067581047 5501949.25364231,430402.067581047 5501949.25364231,430402.067581047 5501944.25364231,430397.067581047 5501944.25364231,430397.067581047 5501949.25364231))",7537.091948,0.503360495,0.586838186,0.324777022,0.305391178,0.179887451,0.700811386,0.356618091,-0.327429131,1.46007508,2.20039928,0.354571521,0.358062804,0.047730748,0.361172706,0.442460477,0.0609913,0.326024041,0.31671828,0.394724816,0.563389868,0.066797875,0.701788902,0.609474748,0.349738419,0.315345198,0.180302799,0.688863963,0.326054573,-0.308635548,2.099466681,2.425241351,0.351115376,0.380136892,0.04723924,0.38820377,0.460139096,0.069745354,0.342662007,0.336155966,0.406874672,0.590997219,0.071927156,0.709860831,0.597955436,0.338677004,0.320846573,0.184879594,0.698909223,0.322040379,-0.485196277,1.89239645,2.519848347,0.369316131,0.377091289,0.030812703,0.38724646,0.447502851,0.064046761,0.338313967,0.325472265,0.398547858,0.570337594,0.067411512,56.15060783
"POLYGON ((430402.067581047 5501949.25364231,430407.067581047 5501949.25364231,430407.067581047 5501944.25364231,430402.067581047 5501944.25364231,430402.067581047 5501949.25364231))",6442.003043,0.512392581,0.588363394,0.326052986,0.306082003,0.17997602,0.698984385,0.35546273,-0.385083437,1.433783054,2.205805123,0.355172336,0.35897395,0.046320167,0.362207457,0.443086721,0.061682147,0.326772012,0.3177322,0.394910082,0.565072477,0.067338247,0.681841135,0.601841941,0.346227333,0.310927682,0.179137442,0.699729234,0.328490369,-0.384980842,1.943315208,2.461014748,0.354246929,0.378755853,0.041415856,0.388151497,0.460144959,0.065327862,0.340573035,0.332318969,0.409101896,0.584922805,0.068503153,0.702036977,0.60118714,0.33855626,0.322801434,0.185656186,0.692599341,0.322367713,-0.427866459,1.938906819,2.473861873,0.368261918,0.375893243,0.03487751,0.384664737,0.445619501,0.066001616,0.33813595,0.326049246,0.39579653,0.571527213,0.069182541,54.47900073
"POLYGON ((430407.067581047 5501949.25364231,430412.067581047 5501949.25364231,430412.067581047 5501944.25364231,430407.067581047 5501944.25364231,430407.067581047 5501949.25364231))",7023.432267,0.526733011,0.591032028,0.327503011,0.306413114,0.17955517,0.695258141,0.353336439,-0.479417369,1.398933351,2.208607316,0.354394943,0.359215051,0.044445215,0.363194436,0.443853453,0.062979931,0.326612681,0.318514138,0.394814625,0.568059236,0.068224356,0.667990983,0.596556574,0.342431098,0.305338085,0.177076928,0.709606439,0.329877809,-0.5007402,1.780999005,2.499684095,0.358613029,0.376233429,0.034734629,0.38806729,0.460343808,0.061038276,0.336905375,0.327572197,0.411276713,0.579649121,0.065021832,0.691624492,0.604363441,0.33856611,0.322432339,0.185182489,0.687542915,0.323226273,-0.384159669,1.97411406,2.42838943,0.365708962,0.374091625,0.038984492,0.382162884,0.445182577,0.067499187,0.337094635,0.326315016,0.394467995,0.573794395,0.070500728,51.88509185
"POLYGON ((430412.067581047 5501949.25364231,430417.067581047 5501949.25364231,430417.067581047 5501944.25364231,430412.067581047 5501944.25364231,430412.067581047 5501949.25364231))",6979.106483,0.53391403,0.599981606,0.334037453,0.308468491,0.179455295,0.684140921,0.351845622,-0.558182001,1.364049673,2.15697217,0.350473374,0.361944497,0.048333794,0.363744676,0.448044419,0.06793531,0.330430716,0.325231642,0.396078169,0.579321742,0.072274871,0.665412426,0.602760255,0.343717188,0.301603407,0.174784005,0.709865987,0.329483718,-0.53162545,1.762504935,2.490377426,0.362316668,0.375430465,0.03577859,0.388255358,0.463665426,0.061203599,0.335769355,0.328093052,0.414030999,0.583531559,0.064974837,0.70530808,0.607410669,0.338972181,0.317127585,0.181528762,0.685252309,0.322037697,-0.506725729,1.944977403,2.43269062,0.361108929,0.371246338,0.037150711,0.382523477,0.447813153,0.067794412,0.332986683,0.324667603,0.396168709,0.578320086,0.070241846,48.12485246
"POLYGON ((430417.067581047 5501949.25364231,430422.067581047 5501949.25364231,430422.067581047 5501944.25364231,430417.067581047 5501944.25364231,430417.067581047 5501949.25364231))",6988.759755,0.567609519,0.608195752,0.339475691,0.310864881,0.179166801,0.673574239,0.347388357,-0.670296192,1.389205515,2.148458719,0.346818417,0.364224374,0.04876763,0.366287708,0.450888142,0.07226504,0.332458735,0.329691604,0.396328598,0.588691235,0.075405568,0.693598837,0.613825619,0.348671824,0.303125814,0.17411992,0.701013952,0.325970322,-0.581208706,1.832682371,2.472345829,0.363203302,0.377104387,0.038478157,0.3900837,0.466897234,0.065326003,0.337341353,0.332374617,0.414816529,0.59251833,0.067813601,0.734184891,0.61421299,0.343530998,0.316461205,0.179774478,0.678864807,0.319382682,-0.611055464,1.965634644,2.431509137,0.357246876,0.372486755,0.037405953,0.384979472,0.451872602,0.070861388,0.333572686,0.327936485,0.398157626,0.586930662,0.072149418,43.10218062
"POLYGON ((430422.067581047 5501949.25364231,430427.067581047 5501949.25364231,430427.067581047 5501944.25364231,430422.067581047 5501944.25364231,430422.067581047 5501949.25364231))",7037.199701,0.654333949,0.614938974,0.342721462,0.313943297,0.178501084,0.664108455,0.336998105,-0.84910965,1.534440279,2.226188898,0.343696624,0.365605175,0.042291977,0.372816294,0.451037347,0.075343475,0.330906719,0.329636455,0.394552827,0.5942747,0.076696619,0.783315063,0.634614408,0.360963494,0.315162361,0.176713467,0.67393887,0.316218257,-0.668188095,2.080203056,2.436864853,0.358455837,0.38373208,0.044488948,0.395192593,0.469949335,0.077362582,0.344329327,0.344177514,0.411664516,0.611713588,0.076423883,0.79344815,0.628525674,0.356395364,0.325071633,0.181819096,0.664283514,0.313794822,-0.67891258,2.085879564,2.419363022,0.354860783,0.381898612,0.041839231,0.391626298,0.458789796,0.079471849,0.343546689,0.341037989,0.400722861,0.60371083,0.078389905,48.16326891
"POLYGON ((430427.067581047 5501949.25364231,430432.067581047 5501949.25364231,430432.067581047 5501944.25364231,430427.067581047 5501944.25364231,430427.067581047 5501949.25364231))",6759.299368,0.668342352,0.621518761,0.346346721,0.30770731,0.174747758,0.670285881,0.328378484,-0.982312262,1.456075191,2.277812481,0.3511208,0.367563218,0.038266679,0.377997085,0.458791703,0.073807471,0.330915362,0.331026092,0.402264968,0.599948108,0.074963149,0.800543547,0.652219504,0.373479679,0.313775674,0.174536608,0.668939352,0.307147831,-0.76571995,2.047823131,2.422072172,0.364826024,0.39159964,0.04901794,0.40162915,0.483087495,0.081775878,0.352270663,0.356431827,0.42161499,0.62981531,0.079708703,0.785759985,0.639678031,0.366660878,0.321741253,0.179681428,0.66786477,0.309024453,-0.727837354,1.994597077,2.414447546,0.363012597,0.389670819,0.045217009,0.397211507,0.471526414,0.081041463,0.351707354,0.351548523,0.411985561,0.616780847,0.079642612,48.70443654
"POLYGON ((430432.067581047 5501949.25364231,430437.067581047 5501949.25364231,430437.067581047 5501944.25364231,430432.067581047 5501944.25364231,430432.067581047 5501949.25364231))",6574.079476,0.536918581,0.627771795,0.350730956,0.282842487,0.164819226,0.707749784,0.323300093,-1.024293184,0.930510521,2.27722311,0.379636914,0.370675713,0.039142102,0.380482256,0.48175633,0.063042603,0.334045351,0.335305274,0.428952962,0.605801344,0.067180611,0.672796726,0.663457274,0.386444896,0.285542458,0.162818894,0.708090961,0.299440742,-0.884356737,1.455641389,2.448656321,0.393431395,0.401946962,0.050583329,0.410721004,0.516397715,0.070942603,0.362118691,0.369588882,0.457770497,0.64572984,0.072342597,0.644168794,0.644509852,0.371728718,0.294529229,0.169179186,0.707771122,0.3058891,-0.738897443,1.48025918,2.423993826,0.392240226,0.394163698,0.046483785,0.400673449,0.495901883,0.068529382,0.356241375,0.356877178,0.440643132,0.622430384,0.070919745,48.38051127
"POLYGON ((430437.067581047 5501949.25364231,430442.067581047 5501949.25364231,430442.067581047 5501944.25364231,430437.067581047 5501944.25364231,430437.067581047 5501949.25364231))",7010.872633,0.471388415,0.636477292,0.358886123,0.26869148,0.158815965,0.728894919,0.317994714,-1.072770119,0.628686905,2.281435966,0.397482514,0.377026126,0.041162258,0.385526925,0.500646621,0.058291551,0.340393335,0.343586326,0.448854372,0.615966111,0.063862082,0.615888327,0.673517525,0.39790307,0.26811336,0.155140124,0.732044518,0.292166665,-1.005995661,1.10849303,2.486855745,0.41153492,0.411168203,0.051085921,0.419461086,0.540492088,0.065113463,0.370541364,0.380995616,0.48290877,0.659725338,0.068277728,0.583620042,0.651815981,0.379161552,0.278610811,0.162502907,0.730422378,0.300999492,-0.792977929,1.198803663,2.448949456,0.410380796,0.400335938,0.047239104,0.406313717,0.514642864,0.062410915,0.36199607,0.364267915,0.460894838,0.631273478,0.066611335,49.63066559
"POLYGON ((430442.067581047 5501949.25364231,430447.067581047 5501949.25364231,430447.067581047 5501944.25364231,430442.067581047 5501944.25364231,430442.067581047 5501949.25364231))",7049.87436,0.537645459,0.650087714,0.374583215,0.275968045,0.160663247,0.717402518,0.312235296,-1.134239197,0.774345398,2.295253277,0.393987149,0.389852345,0.045471888,0.395690501,0.511388242,0.065568127,0.353177369,0.359871179,0.455182642,0.634753823,0.06947156,0.700656891,0.681222618,0.406347215,0.272292465,0.155539215,0.725601792,0.285758674,-1.133639097,1.251411319,2.548285961,0.408634663,0.418137342,0.049462918,0.427497655,0.546154857,0.06929259,0.376113385,0.388901651,0.486012578,0.669882715,0.070815332,0.685155988,0.664070725,0.391324341,0.285279542,0.163478538,0.718563378,0.292601347,-0.93309921,1.383112788,2.504723549,0.406347245,0.409866899,0.046971507,0.416310698,0.522114873,0.069079667,0.370192021,0.375782847,0.464334816,0.646503747,0.071131833,49.88847157
"POLYGON ((430447.067581047 5501949.25364231,430452.067581047 5501949.25364231,430452.067581047 5501944.25364231,430447.067581047 5501944.25364231,430447.067581047 5501949.25364231))",7429.442369,0.571175098,0.663050175,0.387720153,0.278189525,0.160708584,0.714041919,0.305186212,-1.209295332,0.792888135,2.315385342,0.399465799,0.40084596,0.047977701,0.404667825,0.523197621,0.069556277,0.363972709,0.373496845,0.464290053,0.650148809,0.072574299,0.745466769,0.689871669,0.413065568,0.272533357,0.154664822,0.72428146,0.278747573,-1.270575047,1.255249858,2.592807531,0.41431354,0.423478261,0.047525005,0.433703303,0.552837491,0.071200147,0.380368739,0.395214543,0.491259798,0.678232908,0.071871001,0.737444937,0.673905909,0.399802417,0.286556855,0.162887141,0.715491563,0.285246804,-1.031492651,1.445706308,2.553186059,0.410334796,0.416763708,0.046291437,0.42371504,0.529637218,0.07182366,0.376015335,0.383710787,0.469911754,0.656799585,0.072894916,48.96044221
"POLYGON ((430452.067581047 5501949.25364231,430457.067581047 5501949.25364231,430457.067581047 5501944.25364231,430452.067581047 5501944.25364231,430452.067581047 5501949.25364231))",7013.56612,0.528608233,0.678605556,0.398408994,0.267671272,0.155963808,0.731246084,0.292348325,-1.345602334,0.47863631,2.35906744,0.43070142,0.410617277,0.046508601,0.413474172,0.541790813,0.066104677,0.373063311,0.384573221,0.483844355,0.661628246,0.070026655,0.698656559,0.703921199,0.417421311,0.262352645,0.15010307,0.736180514,0.267791227,-1.477936268,0.889488637,2.607079268,0.444763035,0.42625767,0.044101354,0.437095001,0.564467311,0.067686062,0.382531404,0.3993835,0.503971845,0.684547126,0.06932674,0.675838053,0.680567265,0.401280627,0.273882821,0.157919869,0.734828085,0.278223768,-1.051409602,1.20458895,2.59830606,0.437041059,0.418935061,0.044284754,0.426673919,0.5398013,0.065016281,0.377452672,0.384716049,0.483046204,0.657368869,0.067892589,46.73376043
"POLYGON ((430457.067581047 5501949.25364231,430462.067581047 5501949.25364231,430462.067581047 5501944.25364231,430457.067581047 5501944.25364231,430457.067581047 5501949.25364231))",6991.349658,0.523123443,0.68528229,0.403751701,0.266761541,0.155387819,0.7327981,0.288760155,-1.317428589,0.477576882,2.355556488,0.43659541,0.415113509,0.049758889,0.416611284,0.548066258,0.066961616,0.377763987,0.390668631,0.489409149,0.667918205,0.07078743,0.695493042,0.707980514,0.420495838,0.260131568,0.149013117,0.739639819,0.264678389,-1.511972547,0.834376097,2.624043465,0.451579541,0.429102659,0.043954346,0.439734936,0.569161355,0.067131639,0.385137409,0.402699471,0.508769751,0.687862456,0.068898253,0.698840618,0.686815619,0.4076401,0.273424715,0.157211408,0.736305892,0.273994029,-1.131672382,1.178237677,2.630871773,0.442954272,0.424806446,0.043610789,0.431989521,0.546624482,0.066024832,0.382918686,0.391486406,0.489061981,0.664287031,0.06850753,50.65237117
"POLYGON ((430462.067581047 5501949.25364231,430467.067581047 5501949.25364231,430467.067581047 5501944.25364231,430462.067581047 5501944.25364231,430462.067581047 5501949.25364231))",6802.726724,0.530858904,0.689464033,0.407757431,0.26934129,0.156303138,0.728674561,0.288192078,-1.224052906,0.593832165,2.333909392,0.433723032,0.418193594,0.055185229,0.418014601,0.550507039,0.069541384,0.381406024,0.395658121,0.490423471,0.673048437,0.07288396,0.708301544,0.708800822,0.423474252,0.260617688,0.14908886,0.740366608,0.264117792,-1.485266507,0.888867825,2.64413774,0.450385734,0.432327881,0.045017704,0.442422956,0.571841151,0.067617778,0.388235405,0.406110123,0.511199564,0.690467626,0.069209632,0.756447077,0.693690181,0.416624993,0.277490303,0.158011459,0.731271446,0.270283058,-1.244597793,1.229129732,2.662800431,0.441809222,0.43279928,0.043352345,0.438853338,0.553047746,0.070090424,0.390578717,0.401264951,0.493160188,0.674450815,0.071305808,51.19015277
"POLYGON ((430467.067581047 5501949.25364231,430472.067581047 5501949.25364231,430472.067581047 5501944.25364231,430467.067581047 5501944.25364231,430467.067581047 5501949.25364231))",6121.121202,0.509713233,0.695437014,0.411793083,0.266206086,0.154971868,0.734003723,0.284901619,-1.260845542,0.473861486,2.341617107,0.446528256,0.422072113,0.055320647,0.420901656,0.556865513,0.068606183,0.385342687,0.400348574,0.497103065,0.677193344,0.072291419,0.722041667,0.713690519,0.426654369,0.262031317,0.149608091,0.740217566,0.259812057,-1.452202797,0.950351715,2.658060074,0.457935601,0.435921013,0.046405457,0.444991827,0.57411027,0.068564735,0.391922742,0.410059899,0.513058722,0.693108916,0.069899045,0.758682907,0.700591564,0.422127187,0.27699104,0.157631665,0.733137012,0.266193748,-1.268205762,1.193272948,2.673710346,0.451869696,0.438144237,0.044445109,0.442680299,0.559021771,0.07079114,0.396108031,0.407762408,0.498635918,0.680137753,0.071907766,51.42653147
