WKT,wet_mass_idw,cloud.coverage.0_ARI2_2020.03.25.10.36.59_7632,cloud.coverage.0_ARVI_2020.03.25.10.36.59_7632,cloud.coverage.0_ATSAVI_2020.03.25.10.36.59_7632,cloud.coverage.0_CARI_2020.03.25.10.36.59_7632,cloud.coverage.0_CARI2_2020.03.25.10.36.59_7632,cloud.coverage.0_CCCI_2020.03.25.10.36.59_7632,cloud.coverage.0_CHLGREEN_2020.03.25.10.36.59_7632,cloud.coverage.0_CRI550_2020.03.25.10.36.59_7632,cloud.coverage.0_CRI700_2020.03.25.10.36.59_7632,cloud.coverage.0_CVI_2020.03.25.10.36.59_7632,cloud.coverage.0_EVI_2020.03.25.10.36.59_7632,cloud.coverage.0_EVI2_2020.03.25.10.36.59_7632,cloud.coverage.0_GLI_2020.03.25.10.36.59_7632,cloud.coverage.0_GOSAVI_2020.03.25.10.36.59_7632,cloud.coverage.0_LCI_2020.03.25.10.36.59_7632,cloud.coverage.0_MCARI_2020.03.25.10.36.59_7632,cloud.coverage.0_MCARI1_2020.03.25.10.36.59_7632,cloud.coverage.0_MCARI2_2020.03.25.10.36.59_7632,cloud.coverage.0_NDRE_2020.03.25.10.36.59_7632,cloud.coverage.0_NDVI_2020.03.25.10.36.59_7632,cloud.coverage.0_TCI_2020.03.25.10.36.59_7632,cloud.coverage.0_ARI2_2020.03.30.10.37.00_8331,cloud.coverage.0_ARVI_2020.03.30.10.37.00_8331,cloud.coverage.0_ATSAVI_2020.03.30.10.37.00_8331,cloud.coverage.0_CARI_2020.03.30.10.37.00_8331,cloud.coverage.0_CARI2_2020.03.30.10.37.00_8331,cloud.coverage.0_CCCI_2020.03.30.10.37.00_8331,cloud.coverage.0_CHLGREEN_2020.03.30.10.37.00_8331,cloud.coverage.0_CRI550_2020.03.30.10.37.00_8331,cloud.coverage.0_CRI700_2020.03.30.10.37.00_8331,cloud.coverage.0_CVI_2020.03.30.10.37.00_8331,cloud.coverage.0_EVI_2020.03.30.10.37.00_8331,cloud.coverage.0_EVI2_2020.03.30.10.37.00_8331,cloud.coverage.0_GLI_2020.03.30.10.37.00_8331,cloud.coverage.0_GOSAVI_2020.03.30.10.37.00_8331,cloud.coverage.0_LCI_2020.03.30.10.37.00_8331,cloud.coverage.0_MCARI_2020.03.30.10.37.00_8331,cloud.coverage.0_MCARI1_2020.03.30.10.37.00_8331,cloud.coverage.0_MCARI2_2020.03.30.10.37.00_8331,cloud.coverage.0_NDRE_2020.03.30.10.37.00_8331,cloud.coverage.0_NDVI_2020.03.30.10.37.00_8331,cloud.coverage.0_TCI_2020.03.30.10.37.00_8331,cloud.coverage.0_ARI2_2020.04.04.10.36.59_1536,cloud.coverage.0_ARVI_2020.04.04.10.36.59_1536,cloud.coverage.0_ATSAVI_2020.04.04.10.36.59_1536,cloud.coverage.0_CARI_2020.04.04.10.36.59_1536,cloud.coverage.0_CARI2_2020.04.04.10.36.59_1536,cloud.coverage.0_CCCI_2020.04.04.10.36.59_1536,cloud.coverage.0_CHLGREEN_2020.04.04.10.36.59_1536,cloud.coverage.0_CRI550_2020.04.04.10.36.59_1536,cloud.coverage.0_CRI700_2020.04.04.10.36.59_1536,cloud.coverage.0_CVI_2020.04.04.10.36.59_1536,cloud.coverage.0_EVI_2020.04.04.10.36.59_1536,cloud.coverage.0_EVI2_2020.04.04.10.36.59_1536,cloud.coverage.0_GLI_2020.04.04.10.36.59_1536,cloud.coverage.0_GOSAVI_2020.04.04.10.36.59_1536,cloud.coverage.0_LCI_2020.04.04.10.36.59_1536,cloud.coverage.0_MCARI_2020.04.04.10.36.59_1536,cloud.coverage.0_MCARI1_2020.04.04.10.36.59_1536,cloud.coverage.0_MCARI2_2020.04.04.10.36.59_1536,cloud.coverage.0_NDRE_2020.04.04.10.36.59_1536,cloud.coverage.0_NDVI_2020.04.04.10.36.59_1536,cloud.coverage.0_TCI_2020.04.04.10.36.59_1536,applied_rate
"POLYGON ((430357.067581047 5502069.25364231,430362.067581047 5502069.25364231,430362.067581047 5502064.25364231,430357.067581047 5502064.25364231,430357.067581047 5502069.25364231))",6574.238083,0.55822134,0.543274581,0.306193709,0.278765023,0.170875967,0.818433642,0.332356751,-0.8895998,0.911114216,2.91728735,0.414497346,0.36116752,-0.014954174,0.390716016,0.45307523,0.02856514,0.311376005,0.287684649,0.424959749,0.519235432,0.034375567,0.307607859,0.567174733,0.321979761,0.284360945,0.17748411,0.809828579,0.348574996,0.369811058,1.341715813,2.439982653,0.426067173,0.375637442,0.047529392,0.374589294,0.465291291,0.034761041,0.342887998,0.318333387,0.434398383,0.536407828,0.043292802,0.585991859,0.560795307,0.320195735,0.300632268,0.182479069,0.797519982,0.323556066,-0.287823677,1.510800838,2.857046127,0.422492683,0.379301637,0.007532961,0.395803213,0.453542948,0.035632458,0.334871978,0.307149678,0.421776146,0.528859675,0.041973025,55.83984182
"POLYGON ((430362.067581047 5502069.25364231,430367.067581047 5502069.25364231,430367.067581047 5502064.25364231,430362.067581047 5502064.25364231,430362.067581047 5502069.25364231))",6826.205501,0.55822134,0.543274581,0.306193709,0.278765023,0.170875967,0.818433642,0.332356751,-0.8895998,0.911114216,2.91728735,0.414497346,0.36116752,-0.014954174,0.390716016,0.45307523,0.02856514,0.311376005,0.287684649,0.424959749,0.519235432,0.034375567,0.307607859,0.567174733,0.321979761,0.284360945,0.17748411,0.809828579,0.348574996,0.369811058,1.341715813,2.439982653,0.426067173,0.375637442,0.047529392,0.374589294,0.465291291,0.034761041,0.342887998,0.318333387,0.434398383,0.536407828,0.043292802,0.585991859,0.560795307,0.320195735,0.300632268,0.182479069,0.797519982,0.323556066,-0.287823677,1.510800838,2.857046127,0.422492683,0.379301637,0.007532961,0.395803213,0.453542948,0.035632458,0.334871978,0.307149678,0.421776146,0.528859675,0.041973025,57.09855739
"POLYGON ((430357.067581047 5502064.25364231,430362.067581047 5502064.25364231,430362.067581047 5502059.25364231,430357.067581047 5502059.25364231,430357.067581047 5502064.25364231))",7849.560864,0.638822436,0.57987684,0.33672142,0.280303538,0.168778136,0.799339533,0.314774632,-0.981553733,1.037696838,2.948150873,0.427422434,0.385177523,-0.004738823,0.408036709,0.479036868,0.037570328,0.337000012,0.318665415,0.443907052,0.557153821,0.042731516,0.359361947,0.590583146,0.342380881,0.282344431,0.1744335,0.801410556,0.332262278,0.294837952,1.413745284,2.505736828,0.436234683,0.391882479,0.050822888,0.389133453,0.48444593,0.039211195,0.358420014,0.337482154,0.449601948,0.561541259,0.047440369,0.685599506,0.59744662,0.350007594,0.30329448,0.180274829,0.777730525,0.305211127,-0.533116341,1.539340377,2.892630339,0.438573629,0.402439147,0.012834482,0.413122535,0.478141636,0.046161342,0.359228015,0.337532163,0.438979328,0.566343904,0.051027883,56.19953283
"POLYGON ((430362.067581047 5502064.25364231,430367.067581047 5502064.25364231,430367.067581047 5502059.25364231,430362.067581047 5502059.25364231,430362.067581047 5502064.25364231))",7156.135377,0.617339075,0.57344991,0.331540187,0.281516502,0.169913605,0.801542024,0.319200218,-0.94035393,1.017415206,2.916089137,0.424096107,0.381092866,-0.004766094,0.40406693,0.474025398,0.037005513,0.33320421,0.314270049,0.439798862,0.550775667,0.04208354,0.373768528,0.588112573,0.340776036,0.284647753,0.175457845,0.800363402,0.334243794,0.257374128,1.415280898,2.503833373,0.433375974,0.390767475,0.049511655,0.388173352,0.481874297,0.039974838,0.357305338,0.336345623,0.446928829,0.559462309,0.047743106,0.661389112,0.590413054,0.344652991,0.303965131,0.181296746,0.780822814,0.309690515,-0.441090902,1.561676542,2.867299716,0.434027125,0.398384372,0.013936423,0.409300248,0.473319262,0.044958976,0.355399817,0.332767,0.435339858,0.559542398,0.049927048,58.85539105
"POLYGON ((430367.067581047 5502064.25364231,430372.067581047 5502064.25364231,430372.067581047 5502059.25364231,430367.067581047 5502059.25364231,430367.067581047 5502064.25364231))",8601.240371,0.55822134,0.543274581,0.306193709,0.278765023,0.170875967,0.818433642,0.332356751,-0.8895998,0.911114216,2.91728735,0.414497346,0.36116752,-0.014954174,0.390716016,0.45307523,0.02856514,0.311376005,0.287684649,0.424959749,0.519235432,0.034375567,0.307607859,0.567174733,0.321979761,0.284360945,0.17748411,0.809828579,0.348574996,0.369811058,1.341715813,2.439982653,0.426067173,0.375637442,0.047529392,0.374589294,0.465291291,0.034761041,0.342887998,0.318333387,0.434398383,0.536407828,0.043292802,0.585991859,0.560795307,0.320195735,0.300632268,0.182479069,0.797519982,0.323556066,-0.287823677,1.510800838,2.857046127,0.422492683,0.379301637,0.007532961,0.395803213,0.453542948,0.035632458,0.334871978,0.307149678,0.421776146,0.528859675,0.041973025,58.0447031
"POLYGON ((430357.067581047 5502059.25364231,430362.067581047 5502059.25364231,430362.067581047 5502054.25364231,430357.067581047 5502054.25364231,430357.067581047 5502059.25364231))",8561.379792,0.773157597,0.640880605,0.387600968,0.2828677,0.165281753,0.767515957,0.285471131,-1.134810249,1.248667876,2.999589841,0.448964278,0.425194164,0.012286761,0.43690456,0.522306263,0.052578976,0.379706721,0.370299995,0.475485861,0.620351195,0.056658098,0.445618729,0.629597167,0.376382718,0.278983543,0.169349164,0.787380576,0.305074384,0.169882774,1.533794284,2.61532712,0.453180561,0.418957571,0.056312047,0.413373689,0.516370316,0.046628114,0.384306679,0.369396736,0.474941194,0.603430251,0.054352984,0.85161231,0.658532202,0.399694055,0.307731529,0.176601097,0.744748096,0.274636199,-0.941937447,1.586906155,2.951937596,0.465375175,0.441001664,0.021670351,0.441988071,0.519139469,0.06370948,0.399821411,0.388169666,0.467651298,0.628817558,0.06611931,58.583899
"POLYGON ((430362.067581047 5502059.25364231,430367.067581047 5502059.25364231,430367.067581047 5502054.25364231,430362.067581047 5502054.25364231,430362.067581047 5502059.25364231))",5505.459455,0.743645767,0.641072293,0.388492038,0.288931787,0.168403154,0.762719293,0.290844073,-1.032988946,1.257272005,2.890961568,0.444716543,0.425855736,0.019553159,0.433203985,0.520592809,0.056776394,0.382713377,0.374727249,0.472394933,0.621692479,0.060047052,0.541823566,0.636415064,0.384563764,0.286932419,0.171328689,0.777024984,0.301384201,-0.037241752,1.592086156,2.65504384,0.448850681,0.426137129,0.053336484,0.419957399,0.519703368,0.052960325,0.390972674,0.378585587,0.475006312,0.613093177,0.058584622,0.824691991,0.656282187,0.39936019,0.312392722,0.179181968,0.743082563,0.279677947,-0.74332271,1.698724071,2.874203761,0.4584243,0.441155096,0.029998817,0.438888818,0.517213821,0.066404015,0.401780049,0.390654812,0.46521466,0.628116747,0.068163861,59.75016578
"POLYGON ((430367.067581047 5502059.25364231,430372.067581047 5502059.25364231,430372.067581047 5502054.25364231,430367.067581047 5502054.25364231,430367.067581047 5502059.25364231))",10254.08353,0.744924664,0.682988286,0.425675094,0.309108943,0.175525792,0.726571381,0.287327573,-0.827208102,1.426379144,2.595495582,0.446395651,0.45498082,0.05318464,0.441510677,0.544699758,0.079709101,0.420792058,0.423174798,0.484392285,0.668590575,0.079788201,0.892808169,0.683580995,0.432478815,0.308826327,0.173903152,0.736029446,0.271741882,-0.751732901,1.850680351,2.850068212,0.447165981,0.466313586,0.048007527,0.456401259,0.551469028,0.077240758,0.428782299,0.428150982,0.49237299,0.670858353,0.076135904,0.855314344,0.69082889,0.432010055,0.329572871,0.184540786,0.715670675,0.274292901,-0.416368961,2.070970178,2.678013086,0.45544742,0.4677497,0.061310902,0.449022427,0.53913635,0.08648736,0.435240045,0.43252115,0.477231994,0.668314815,0.084606174,59.65036891
"POLYGON ((430372.067581047 5502059.25364231,430377.067581047 5502059.25364231,430377.067581047 5502054.25364231,430372.067581047 5502054.25364231,430372.067581047 5502059.25364231))",8877.457217,0.662129283,0.696292639,0.437193543,0.304225445,0.17368041,0.727539957,0.285350114,-0.766388893,1.226231575,2.490845203,0.459126353,0.463869154,0.063861832,0.443152964,0.558632553,0.080958903,0.433004022,0.438072652,0.496865511,0.683173716,0.082158484,0.939975739,0.698182523,0.444266111,0.309691608,0.172689825,0.726193786,0.26377216,-0.882583618,1.870728135,2.863403559,0.449373603,0.474351525,0.049462486,0.463832021,0.561385095,0.081825107,0.43631205,0.43951416,0.498762101,0.686925054,0.080037311,0.827149332,0.702819824,0.444008976,0.324107111,0.181744009,0.718445003,0.269451857,-0.431031227,1.957378745,2.657017231,0.465832949,0.477803022,0.066912688,0.454827815,0.553627312,0.087240629,0.446756035,0.44645381,0.490421951,0.682741642,0.085947864,58.05216986
"POLYGON ((430352.067581047 5502054.25364231,430357.067581047 5502054.25364231,430357.067581047 5502049.25364231,430352.067581047 5502049.25364231,430352.067581047 5502054.25364231))",9186.433464,0.55822134,0.543274581,0.306193709,0.278765023,0.170875967,0.818433642,0.332356751,-0.8895998,0.911114216,2.91728735,0.414497346,0.36116752,-0.014954174,0.390716016,0.45307523,0.02856514,0.311376005,0.287684649,0.424959749,0.519235432,0.034375567,0.307607859,0.567174733,0.321979761,0.284360945,0.17748411,0.809828579,0.348574996,0.369811058,1.341715813,2.439982653,0.426067173,0.375637442,0.047529392,0.374589294,0.465291291,0.034761041,0.342887998,0.318333387,0.434398383,0.536407828,0.043292802,0.585991859,0.560795307,0.320195735,0.300632268,0.182479069,0.797519982,0.323556066,-0.287823677,1.510800838,2.857046127,0.422492683,0.379301637,0.007532961,0.395803213,0.453542948,0.035632458,0.334871978,0.307149678,0.421776146,0.528859675,0.041973025,58.90530193
"POLYGON ((430357.067581047 5502054.25364231,430362.067581047 5502054.25364231,430362.067581047 5502049.25364231,430357.067581047 5502049.25364231,430357.067581047 5502054.25364231))",9400.871723,0.797233462,0.655725658,0.39934954,0.291644871,0.16793853,0.744150847,0.287143946,-1.145844936,1.328913331,2.873570561,0.441624537,0.431839377,0.023453533,0.437249869,0.527091116,0.062345034,0.38953577,0.384581447,0.474581793,0.637911648,0.065199975,0.596994936,0.647839695,0.395405531,0.291580811,0.171573639,0.760567874,0.297296807,-0.09059747,1.73183167,2.651858568,0.441601485,0.432696864,0.056782262,0.42631343,0.52608934,0.059680959,0.396952882,0.38857466,0.477015123,0.628715068,0.064181216,0.882071286,0.666802555,0.407883316,0.313792914,0.178032473,0.728622586,0.277087972,-0.900496632,1.732971609,2.886567593,0.455212414,0.445614621,0.029892988,0.443346202,0.522412658,0.070750222,0.406000629,0.397583678,0.467032537,0.640992552,0.071961869,60.46552958
"POLYGON ((430362.067581047 5502054.25364231,430367.067581047 5502054.25364231,430367.067581047 5502049.25364231,430362.067581047 5502049.25364231,430362.067581047 5502054.25364231))",9790.798617,0.815791309,0.676236391,0.414392352,0.298709154,0.16997312,0.733774722,0.278318822,-1.131388545,1.380237699,2.796912909,0.451002747,0.444083452,0.033028692,0.443236649,0.53807056,0.070909314,0.403970718,0.403335214,0.481124699,0.656424284,0.071972013,0.737024009,0.675421536,0.41878593,0.301359206,0.172882482,0.744226098,0.279392004,-0.366426051,1.827006221,2.708110571,0.450359017,0.45260945,0.057763975,0.442261606,0.542745411,0.071159378,0.416938692,0.414041519,0.487164348,0.656555474,0.072433934,0.904938579,0.685440481,0.422411382,0.319454372,0.179502755,0.721989691,0.267317384,-0.748287439,1.92228663,2.843955994,0.46269992,0.458312631,0.041950576,0.450112522,0.533798277,0.078054562,0.420754731,0.415563345,0.474810988,0.657978833,0.077628426,58.94333576
"POLYGON ((430367.067581047 5502054.25364231,430372.067581047 5502054.25364231,430372.067581047 5502049.25364231,430367.067581047 5502049.25364231,430367.067581047 5502054.25364231))",12861.36366,0.778931886,0.694277942,0.433356754,0.311596431,0.175538313,0.7173879,0.282053955,-0.903554708,1.458034545,2.585047424,0.449044913,0.460056946,0.055347649,0.445185043,0.5499264,0.083796592,0.42622339,0.430876605,0.486944884,0.679227173,0.083098814,0.947796702,0.695911616,0.442625567,0.31325151,0.174343921,0.726026505,0.264948234,-0.857111007,1.907784015,2.856217921,0.448388793,0.473859012,0.049527165,0.4626766,0.558354422,0.083051672,0.43623136,0.438709244,0.495929375,0.684059054,0.080432821,0.891504034,0.699403301,0.438589357,0.330458224,0.183919154,0.71016255,0.269237012,-0.451377109,2.141016364,2.698056042,0.457369708,0.472598456,0.062708362,0.453373723,0.544242591,0.089058429,0.439922377,0.438719377,0.480496436,0.676852182,0.086642034,58.97752405
"POLYGON ((430372.067581047 5502054.25364231,430377.067581047 5502054.25364231,430377.067581047 5502049.25364231,430372.067581047 5502049.25364231,430372.067581047 5502054.25364231))",9414.768766,0.687823296,0.697403252,0.436677814,0.304755285,0.173418991,0.725252241,0.283182055,-0.846836299,1.232949495,2.510215759,0.45891659,0.462726772,0.061013304,0.443767518,0.557620227,0.081488751,0.430976689,0.436497077,0.495455936,0.683339506,0.082239226,0.950435907,0.701217115,0.446647659,0.312037915,0.173369594,0.723084688,0.263079673,-0.901307434,1.882822752,2.845499873,0.449105859,0.476046667,0.050845865,0.464589268,0.562562883,0.084171407,0.438348711,0.442662656,0.498912185,0.690143466,0.081654597,0.847182035,0.702592671,0.443177581,0.323688164,0.181249887,0.718131036,0.267944083,-0.452340916,1.999036372,2.685245275,0.464851677,0.476825237,0.065073691,0.455563724,0.552866668,0.086821675,0.444871366,0.444573894,0.489717901,0.682021081,0.085382055,59.81162722
"POLYGON ((430377.067581047 5502054.25364231,430382.067581047 5502054.25364231,430382.067581047 5502049.25364231,430377.067581047 5502049.25364231,430377.067581047 5502054.25364231))",7971.125959,0.561636388,0.691285431,0.43167603,0.286981538,0.167222716,0.747984827,0.283748448,-0.850408375,0.85132952,2.513893962,0.474834889,0.458879322,0.058226776,0.440797254,0.563502774,0.070514932,0.427083671,0.430696771,0.506187037,0.676885679,0.074601978,0.827245593,0.694854915,0.437552251,0.301699996,0.170561355,0.732518837,0.269230634,-0.69123061,1.770391196,2.761719346,0.451952972,0.466461629,0.055931428,0.455620676,0.559554279,0.077333504,0.429535754,0.432683147,0.498871945,0.681165531,0.077571156,0.781520277,0.699685127,0.441826925,0.30760517,0.174998593,0.737203747,0.265541062,-0.612256125,1.646214247,2.739437938,0.479492672,0.476167671,0.057751892,0.457157671,0.560776129,0.077538652,0.442956366,0.441781439,0.501149967,0.679887012,0.078708975,56.79271561
"POLYGON ((430382.067581047 5502054.25364231,430387.067581047 5502054.25364231,430387.067581047 5502049.25364231,430382.067581047 5502049.25364231,430382.067581047 5502054.25364231))",8813.488944,0.523666769,0.690173358,0.431409344,0.28167218,0.165353112,0.755015224,0.283701286,-0.842470706,0.741953313,2.515143037,0.479652166,0.458978772,0.058119524,0.440682843,0.566504836,0.067472219,0.427298561,0.430554509,0.510497421,0.676210552,0.072540816,0.794070214,0.694035232,0.435782924,0.299184456,0.169857033,0.734481782,0.270784006,-0.627233177,1.748224258,2.732301116,0.452568591,0.464301616,0.058140956,0.453348637,0.559309661,0.075984634,0.42769295,0.430899039,0.499175265,0.679732591,0.07684375,0.764778197,0.699681044,0.442899108,0.302954823,0.173129179,0.743068367,0.264511839,-0.669285566,1.534263194,2.757867455,0.484220952,0.477506921,0.055808717,0.458638296,0.564557076,0.07515496,0.444059178,0.442855835,0.505785078,0.680751085,0.077012639,55.40245261
"POLYGON ((430352.067581047 5502049.25364231,430357.067581047 5502049.25364231,430357.067581047 5502044.25364231,430352.067581047 5502044.25364231,430352.067581047 5502049.25364231))",9052.167912,0.490203485,0.57888256,0.369285867,0.313150831,0.184546173,0.715548605,0.391327001,-0.267300181,1.309044957,2.237856805,0.331826881,0.404014826,0.062633125,0.387322381,0.484990321,0.068350956,0.378055491,0.368850105,0.433005199,0.605023623,0.074470058,0.753752992,0.538896188,0.340350211,0.296949506,0.174436975,0.76180996,0.370545574,-0.899078906,1.517929345,2.937774956,0.332719408,0.38596753,0.000488876,0.40940696,0.469440401,0.047483031,0.337643459,0.321659245,0.428532481,0.563952237,0.051322122,0.66406101,0.565351889,0.359343611,0.325416751,0.189118318,0.715780556,0.382303275,-0.514486656,1.566196352,2.511951029,0.334490038,0.402350903,0.035473892,0.398213156,0.468529895,0.065397887,0.368778139,0.353163287,0.419282921,0.585749879,0.069745649,57.28657864
"POLYGON ((430357.067581047 5502049.25364231,430362.067581047 5502049.25364231,430362.067581047 5502044.25364231,430357.067581047 5502044.25364231,430357.067581047 5502049.25364231))",9574.981187,0.800663441,0.660853133,0.402042836,0.301709086,0.171846103,0.723091692,0.294391379,-1.140807435,1.377960086,2.713978767,0.429250419,0.430738844,0.032473166,0.431454994,0.523109227,0.070846742,0.391441777,0.389990039,0.466308713,0.644945309,0.072340328,0.764710814,0.663653791,0.412268676,0.308404498,0.17564784,0.729881272,0.29263977,-0.372915838,1.958950222,2.664007604,0.42496644,0.444392085,0.057263175,0.437032238,0.531637818,0.074733863,0.407842271,0.406439178,0.474296167,0.651781887,0.075259937,0.883534074,0.664073393,0.406756751,0.320135638,0.180546228,0.716745868,0.285631403,-0.751948804,1.911157936,2.796471894,0.438138522,0.442641877,0.038009933,0.438736118,0.517348811,0.075381638,0.404371761,0.397684455,0.460006908,0.641842753,0.075619154,58.44230902
"POLYGON ((430362.067581047 5502049.25364231,430367.067581047 5502049.25364231,430367.067581047 5502044.25364231,430362.067581047 5502044.25364231,430362.067581047 5502049.25364231))",8891.256046,0.863513947,0.686946094,0.417399287,0.305119649,0.17138122,0.717319101,0.273868099,-1.282992125,1.410801649,2.736954808,0.450211674,0.443276197,0.033781882,0.442455426,0.536452562,0.077319823,0.403350681,0.406097084,0.475877002,0.663749576,0.076678786,0.86760062,0.699873924,0.438038245,0.316787362,0.176578678,0.715743721,0.269000545,-0.552599788,2.034611464,2.670009017,0.445640653,0.466059759,0.063829318,0.452042088,0.551846236,0.086587552,0.430994704,0.435495928,0.487956136,0.682671785,0.08393392,0.940314412,0.689701349,0.423275158,0.322010189,0.179737829,0.714751422,0.264340311,-0.688201487,2.105209112,2.841202974,0.458182499,0.457441673,0.044895979,0.450475201,0.532625347,0.080610368,0.41928269,0.415540636,0.472155347,0.660683692,0.079286274,60.10537141
"POLYGON ((430367.067581047 5502049.25364231,430372.067581047 5502049.25364231,430372.067581047 5502044.25364231,430367.067581047 5502044.25364231,430367.067581047 5502049.25364231))",10957.56843,0.849296252,0.69746391,0.428748041,0.312914073,0.174587448,0.708220959,0.275549481,-1.187612573,1.437347054,2.623510043,0.449545115,0.452870856,0.045416397,0.444257339,0.543682635,0.085114246,0.416302244,0.422258705,0.479576637,0.677346965,0.083115185,0.997138103,0.710360467,0.450676759,0.323655218,0.177206998,0.707814256,0.260671705,-0.935942928,2.001068473,2.766628424,0.44629695,0.477570822,0.055512802,0.463897983,0.560431878,0.093455402,0.440952937,0.448580513,0.49305585,0.697035809,0.087836785,0.945960542,0.695457915,0.432090064,0.326535364,0.181452264,0.711499314,0.264736176,-0.525454382,2.252077262,2.804940065,0.454785387,0.466018051,0.054296291,0.454118679,0.53917702,0.085135564,0.429772913,0.42749092,0.476738224,0.670121113,0.082900854,57.89187593
"POLYGON ((430372.067581047 5502049.25364231,430377.067581047 5502049.25364231,430377.067581047 5502044.25364231,430372.067581047 5502044.25364231,430372.067581047 5502049.25364231))",9911.602351,0.764905393,0.700735092,0.435130596,0.306344837,0.172634736,0.718389094,0.276677907,-1.088178515,1.253103375,2.568327427,0.458287299,0.459299624,0.052467715,0.445611179,0.554583251,0.083078302,0.424894691,0.431770384,0.49122718,0.683836877,0.082481459,0.981816471,0.71032083,0.453792304,0.319076806,0.1754089,0.713757455,0.261002213,-0.957478821,1.919106603,2.791788816,0.448302627,0.48113206,0.054996006,0.46686098,0.566096306,0.091210313,0.444458723,0.452108115,0.499362469,0.699798703,0.086506456,0.907280087,0.701911271,0.440683395,0.322431296,0.179767519,0.717189133,0.263420761,-0.516269982,2.124009132,2.769929171,0.461907864,0.473891884,0.059556693,0.45777148,0.550584733,0.085564822,0.439217359,0.438934118,0.487605751,0.679859459,0.083684631,57.43313294
"POLYGON ((430377.067581047 5502049.25364231,430382.067581047 5502049.25364231,430382.067581047 5502044.25364231,430377.067581047 5502044.25364231,430377.067581047 5502049.25364231))",9434.017246,0.664033681,0.698019385,0.434995055,0.290689468,0.167009704,0.739087999,0.275734976,-1.073876619,0.948955327,2.583284855,0.472094923,0.460113183,0.051825097,0.446164206,0.564140052,0.074222885,0.425756678,0.431768581,0.504455,0.682624519,0.076489843,0.867968798,0.704570442,0.449904919,0.308806717,0.172728971,0.725845248,0.267214954,-0.720758766,1.827003717,2.738547564,0.450694084,0.478031263,0.06129371,0.462254509,0.568187177,0.084440216,0.442614719,0.4488305,0.504283309,0.694903404,0.082743376,0.857416391,0.705946386,0.445337802,0.311678693,0.175288603,0.729118019,0.260162488,-0.64562878,1.841311455,2.774115801,0.474709913,0.477779433,0.058048822,0.460826471,0.561681032,0.081612188,0.443131357,0.444357038,0.499812752,0.685545117,0.081051655,53.83727216
"POLYGON ((430382.067581047 5502049.25364231,430387.067581047 5502049.25364231,430387.067581047 5502044.25364231,430382.067581047 5502044.25364231,430382.067581047 5502049.25364231))",8685.172135,0.626261652,0.699047923,0.439028323,0.286888599,0.165823817,0.74566859,0.276014268,-1.000908375,0.889404297,2.576159477,0.475560546,0.464756548,0.055434301,0.44832322,0.570659518,0.072688684,0.431295007,0.437536269,0.511580944,0.686139286,0.075782627,0.850321531,0.705554068,0.45067966,0.307451636,0.172278419,0.726703107,0.267879069,-0.65950942,1.839323997,2.717746019,0.450559407,0.478331625,0.064232081,0.461882234,0.569815814,0.084251821,0.443265051,0.450072765,0.505854666,0.69621402,0.082827277,0.845276237,0.70923996,0.451298892,0.309606731,0.174399048,0.733113587,0.259221613,-0.69791913,1.730463982,2.773788214,0.479344368,0.4840087,0.058914702,0.464474738,0.569057524,0.081806876,0.450177014,0.45229727,0.506946981,0.691576898,0.081407189,54.45193606
"POLYGON ((430387.067581047 5502049.25364231,430392.067581047 5502049.25364231,430392.067581047 5502044.25364231,430387.067581047 5502044.25364231,430387.067581047 5502049.25364231))",8892.076342,0.61737287,0.703191727,0.447767869,0.289926305,0.167300493,0.744984835,0.277286202,-0.854763567,0.979043543,2.550207257,0.473124221,0.474125504,0.063627321,0.452554613,0.577803642,0.075726409,0.442547172,0.449896932,0.517402351,0.694536805,0.078546878,0.89382568,0.711769253,0.455116585,0.311883688,0.173227176,0.719907254,0.264864504,-0.697346628,1.931512296,2.711200953,0.448562682,0.481190145,0.066030223,0.464374855,0.571812361,0.088683896,0.445975736,0.45507592,0.505706936,0.702519268,0.085694972,0.854878604,0.713415384,0.460748032,0.312847227,0.175692096,0.733154744,0.259532794,-0.717570782,1.694860578,2.770095944,0.48013103,0.494580314,0.061847212,0.470110297,0.576938361,0.085047357,0.462479129,0.465438589,0.513515383,0.700440973,0.084049739,54.3858018
"POLYGON ((430347.067581047 5502044.25364231,430352.067581047 5502044.25364231,430352.067581047 5502039.25364231,430347.067581047 5502039.25364231,430347.067581047 5502044.25364231))",9362.358681,0.459623307,0.579984546,0.37165305,0.323171884,0.189815745,0.70500493,0.394655704,-0.03695647,1.43581295,2.129783154,0.323165417,0.406710297,0.073768795,0.383407086,0.481465518,0.073772006,0.384304047,0.37482509,0.427720249,0.607001245,0.079575226,0.825474918,0.530976713,0.337554395,0.297193795,0.174192131,0.763682961,0.368187368,-1.135743737,1.483161926,3.096238136,0.327094167,0.385369748,-0.013842921,0.41408959,0.465892881,0.044527326,0.333992034,0.315163553,0.426280588,0.558547378,0.048526283,0.661370099,0.566231608,0.361610055,0.330850482,0.19169715,0.710302293,0.382735074,-0.454997689,1.60945189,2.477392912,0.328725129,0.404887855,0.03877718,0.397980064,0.467511982,0.068184003,0.372680008,0.356604189,0.417263657,0.587703288,0.072257265,55.66079512
